targy_nev,kredit,felelos,nyelv,link
Kisvállalkozások emberi tényezői,6,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/VF00046NMBS?semester=2025/26/1
Kisvállalkozások finanszírozása és pénzügyei,5,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK21B?semester=2019/20/2
Kisvállalkozások finanszírozása és pénzügyei,5,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NDK73SB?semester=2025/26/1
"Kisvállalkozások finanszírozása, pénzügyei",5,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NDK06B?semester=2020/21/1
"Kisvállalkozások finanszírozása, pénzügyei",5,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71LAK02M?semester=2019/20/2
"Kisvállalkozások finanszírozása, pénzügyei",6,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/VF00047NMBS?semester=2024/25/2
Kisvállalkozások indítása és működtetése,3,Dr. Petheő Attila István,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NCK02B?semester=2019/20/2
Kisvállalkozások indítása és működtetése,3,Dr. Petheő Attila István,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NDK08B?semester=2025/26/1
Kisvállalkozások indítása és működtetése,5,Dr. Petheő Attila István,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NCK05B?semester=2025/26/1
Kisvállalkozások indítása és működtetése,4,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK30B?semester=2020/21/1
Kisvállalkozások indítása és működtetése,5,Dr. Petheő Attila István,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NCK70SB?semester=2025/26/1
Kisvállalkozások közterhei,5,Dr. Kerékgyártó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NDK12B?semester=2025/26/1
Kisvállalkozások közterhei,5,Dr. Kerékgyártó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NDK72SB?semester=2025/26/1
Kisvállalkozások menedzsmentje,5,Dr. Petheő Attila István,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71LAK03M?semester=2019/20/2
Klasszikus és modern szociológiaelméletek,9,Dr. Kristóf Luca,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVR4B?semester=2020/21/2
"Klasszikus rendszertípusok, hibrid rezsimek és az Orbán rezsim",6,Dr. Körösényi András,angol,https://www.uni-corvinus.hu/tantargyak/PHP_CLASS_HYBR_ORB_REG?semester=2019/20/2
Klimatológia alapjai,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NBK05M?semester=2020/21/2
"Klímaváltozás és alkalmazkodás: kihívások, stratégiák és jó gyakorlatok",3,Dr. Czira Tamás Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/FENT008NMBB?semester=2022/23/2
Klímaváltozás és környezeti hatások,5,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/FENT080LMSB?semester=2024/25/2
Knowledge Management,6,Borbásné Szabó Ildikó,magyar,https://www.uni-corvinus.hu/tantargyak/PHGI_TUDASMEN?semester=2020/21/2
Kockázati folyamatok,magyar,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/mm4n1kf4a?semester=2019/20/2
Kockázati tőkefinanszírozás,5,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK32M?semester=2025/26/1
Kockázati tőkefinanszírozás,6,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/VF00095NMMB?semester=2025/26/1
Kockázati tőkefinanszírozás,6,Dr. Kacsirek László,magyar,https://www.uni-corvinus.hu/tantargyak/VALL033NMMB?semester=2024/25/2
Kockázatkezelés,3,Hadházyné dr. Burucs Magdolna Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ74NDK06B?semester=2019/20/2
Kockázatkezelés,6,Dr. Tamásné Vőneki Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKB4M?semester=2025/26/1
Kockázatkezelés,6,Pollák Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV092LMSB?semester=2025/26/1
"Kockázatok, kockázatmérés",8,Dr. Bodnár Éva,magyar,https://www.uni-corvinus.hu/tantargyak/4BK54LAK59S?semester=2020/21/1
Kognitív pszichológia,3,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAK09M?semester=2020/21/2
Költség-haszon elemzés,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03LAV15M?semester=2019/20/2
Költség-haszon elemzés,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAV94M?semester=2025/26/1
Költségvetés és adózás,6,Dr. Varga Erzsébet Teréz,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV047NMBB?semester=2024/25/1
Költségvetési intézmények gazdálkodása,3,Dr. Varga Erzsébet Teréz,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK06B?semester=2023/24/1
Költségvetési intézmények gazdálkodása,4,Dr. Varga Erzsébet Teréz,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK81SB?semester=2025/26/1
Költségvetési politika a gyakorlatban,3,Kutasi Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4MNBNAV13M?semester=2019/20/2
Költségvetési politika a gyakorlatban,3,Dr. Sebestyén Géza,magyar,https://www.uni-corvinus.hu/tantargyak/4MNBNAV19M?semester=2019/20/2
Költségvetési politika a gyakorlatban,3,Dr. Sebestyén Géza,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNX4MN08?semester=2020/21/2
Költségvetési számvitel,4,Dr. Gyenge Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/2SA53NAV01B?semester=2025/26/1
Költségvetési szervek számvitele és költségvetési támogatások ellenőrzése,5,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2PU51EAK05M?semester=2025/26/1
KommOlyan,3,Rétvári Márton Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NDVL1B?semester=2020/21/1
Kommunikáció,2,Dr. Habil Bokor Tamás,angol,https://www.uni-corvinus.hu/tantargyak/4BO11LA014S?semester=2023/24/1
Kommunikáció,3,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK45B?semester=2021/22/1
Kommunikáció a jövővel és a jövőről,4,Dr. Hideg Éva,magyar,https://www.uni-corvinus.hu/tantargyak/PHGI_KOMJOVO?semester=2019/20/2
Kommunikáció és konfliktuskezelés,magyar,Dr. Toronyai Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/817_8170VTT?semester=2023/24/2
Kommunikáció és médiaetika,3,Dr. Toronyai Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK12B?semester=2019/20/2
Kommunikáció és médiaetika,3,Dr. Nagy-Béni Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCV12M?semester=2019/20/2
Kommunikációelméletek,3,Dr. Juhász Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKI4M?semester=2021/22/1
Kommunikációfejlesztés,6,Dr. Forgács Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHG_KOMFEJL?semester=2021/22/2
Kommunikációs és prezentációs technikák,5,Dr. Komár Zita,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAKE8S?semester=2020/21/2
Kommunikációs gyakorlat,4,Dr. Habil. Varga Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/2MF44NCV01B?semester=2025/26/1
Kommunikációs gyakorlat a turizmusban I.,3,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ74NCK09B?semester=2019/20/2
Kommunikációs gyakorlatok,3,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2PU51NDK01B?semester=2023/24/2
Kommunikációs gyakorlatok,3,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK35B?semester=2023/24/2
Kommunikációs gyakorlatok I.,5,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK05B?semester=2020/21/2
Kommunikációs gyakorlatok I.,5,Bácsi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK13B?semester=2020/21/1
Kommunikációs gyakorlatok II.,5,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NCV02B?semester=2019/20/2
Kommunikációs gyakorlatok II.,5,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK14B?semester=2025/26/1
Kommunikációs stílusgyakorlatok,5,Dr. Habil Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAV04M?semester=2021/22/2
Kommunikációs stílusgyakorlatok,5,Dr. Habil Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAV05M?semester=2025/26/1
Kommunikációs tréning,3,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAK06B?semester=2024/25/2
Kommunikációs zavarok,3,Dr. Nagy-Béni Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NCK69B?semester=2024/25/1
Kommunikációs zavarok,3,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NCV69M?semester=2020/21/1
Kommunikáló szervezetek,5,Dr. Aczél Petra Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NBKD7M?semester=2023/24/1
Kommunikáló szervezetek,3,Dr. Nagy-Béni Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKI5M?semester=2022/23/2
Komparatív családpolitika,magyar,Dr. Sebők Marianna,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK015LMMB?semester=2025/26/1
Kompetencia és ösztönzésmenedzsment,4,Dr. Sebők Marianna,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV06B?semester=2019/20/2
Kompetencia és ösztönzésmenedzsment a gyakorlatban,4,Dr. Sebők Marianna,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV06SB?semester=2019/20/2
Komplex vizsga,magyar,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2LK94LCK04B?semester=2024/25/2
Komplexvizsga,magyar,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NDK17B?semester=2024/25/2
Komplexvizsga: Gazdaságinformatikus Msc,magyar,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NDK11M?semester=2021/22/1
Komplexvizsga: Marketing,magyar,Dr. Bauer András,magyar,https://www.uni-corvinus.hu/tantargyak/KOMPLEX_Q14?semester=2023/24/2
Konferenciaszervezés,5,Dr. Irimiás Anna Rita,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK07B?semester=2025/26/1
Konfliktus és együttműködés a kommunikációban,3,Dr. Szántay Antal Péter,egyéb,https://www.uni-corvinus.hu/tantargyak/7PE20NGKG2M?semester=2021/22/1
Konfliktusmenedzsment,4,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM109LMSB?semester=2024/25/2
Konfliktusmenedzsment és mediáció,6,Géró Györgyi,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NCKB1B?semester=2025/26/1
Konszolidált beszámoló alapjai,3,Baricz Rezső,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ53NDK04B?semester=2019/20/2
Konszolidált beszámoló alapjai,4,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ53NDK10B?semester=2025/26/1
Konszolidált beszámoló alapjai,5,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ53NDK13B?semester=2025/26/1
Konszolidált beszámoló összeállítása,6,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM026NMMB?semester=2024/25/1
Konszolidált beszámoló összeállítása és elemzése,5,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2SA53EAK22M?semester=2020/21/1
Kontrolling és anyavállalati riportok (projekt tárgy),6,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM023NMMB?semester=2024/25/1
Konvex analízis,4,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK08M?semester=2020/21/2
Konvex analízis,4,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK15O?semester=2025/26/1
Konvex analízis,4,Dr. Szabó Imre,angol,https://www.uni-corvinus.hu/tantargyak/PHK_CONV_AN?semester=2019/20/2
Konvex analízis,4,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT040NMOB?semester=2025/26/1
Konvex analízis,6,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN090NMOB?semester=2025/26/1
Kooperációs- és projektpedagógiai eszközök alkalmazása,3,Dr. Pfister Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAK89S?semester=2020/21/1
Kooperatív játékelmélet,4,Dr. Solymosi István Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK08O?semester=2025/26/1
Kooperatív játékelmélet,6,Dr. Solymosi István Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO042NMOB?semester=2025/26/1
Körforgásos gazdaság üzleti modelljei,6,Dr. Csutora Mária,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE022NMBB?semester=2024/25/2
Kormányzás és szakpolitikák,6,Dr. Gallai Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDK78M?semester=2019/20/2
Kormányzás és szakpolitikák,3,Dr. Gallai Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT047NMMB?semester=2022/23/2
Kormányzástan,3,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NBK12M?semester=2020/21/1
Kormányzati és politikai döntéshozatal,3,Dr. Gallai Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDV59B?semester=2024/25/1
Kormányzati intézményi gazdaságtan,6,Dr. Mike Károly,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NBK26M?semester=2019/20/2
Kormányzati kapcsolatok,magyar,Dr. Ványi Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDK79M?semester=2019/20/2
Kormányzati kapcsolatok és CSR,6,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NAK97M?semester=2020/21/1
Kornai János életműve,3,Dr. Csutora Mária,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4OG31?semester=2019/20/2
Környezetbarát vállalatirányítás,5,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK02B?semester=2024/25/2
Környezetértékelés,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK26M?semester=2022/23/1
Környezetértékelés,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20LSZ26M?semester=2020/21/2
Környezetértékelés,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG022NMMB?semester=2023/24/2
Környezetgazdaságtan,4,Dr. Kerekes Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NBK01B?semester=2019/20/2
Környezetgazdaságtan,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK24B?semester=2022/23/2
Környezetgazdaságtan,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NSZ04B?semester=2025/26/1
Környezetgazdaságtan,6,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG015NMBB?semester=2024/25/2
Környezetgazdaságtan,magyar,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/KEK/SPOMdb/EEK/17 ?semester=2025/26/1
Környezetgazdaságtan és politika,3,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCK16M?semester=2025/26/1
Környezetgazdaságtan és politika,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCK03B?semester=2025/26/1
Környezetgazdaságtan II.,5,Dr. Péti Márton,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK01B?semester=2024/25/2
"Környezeti hatásvizsgálat (SKV, KHV) és tervezés",3,Dr. Kocsis Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NBK08M?semester=2022/23/2
Környezeti menedzsment,5,Dr. Kocsis Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23EAK01S?semester=2022/23/2
Környezeti menedzsment,3,Dr. Csutora Mária,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK11M?semester=2019/20/2
Környezeti menedzsment,5,Dr. Kocsis Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG043LMSB?semester=2024/25/2
Környezetpolitika,3,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NCV02B?semester=2019/20/2
Környezetpolitika,5,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK05B?semester=2024/25/2
Környezetpolitika,3,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NCV03B?semester=2025/26/1
Korszakos könyvek I.,3,Prof.Dr. Mezei Balázs Mihály,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NKK01B?semester=2024/25/2
Korszakos könyvek II.,3,Prof.Dr. Mezei Balázs Mihály,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NKK02B?semester=2024/25/2
Korszakos könyvek III.,3,Prof.Dr. Mezei Balázs Mihály,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAK56B?semester=2024/25/1
Korszakos könyvek V.,3,Dr. Demeter Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAK57B?semester=2024/25/2
Korszakos könyvek VI.,3,Dr. Demeter Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NKKO3B?semester=2024/25/2
Korszerű eszközök a közgazdasági tárgyak tanításában (Szakmódszertan IV.),3,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LPK06M?semester=2021/22/2
Korszerű IT biztonság,3,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK80B?semester=2019/20/2
Korszerű IT biztonságtechnika,3,Dr. Fehér Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NFV01B?semester=2020/21/1
Korszerű tanítás pedagógiai pszichológiai alapjai,5,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LAKH3S?semester=2020/21/1
Korszerű tanítási módszerek a közgazdasági tárgyak oktatásában (Szakmódszertan II.),3,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LPK05M?semester=2021/22/2
Korszerű tanítási módszerek és eszközök a közgazdasági tárgyak oktatásában (Szakmódszertan II.),3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK022LMMB?semester=2024/25/1
Korunk geopolitikai és geoökonómiai folyamatai,3,Dr. Péti Márton,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAV19B?semester=2022/23/2
Kórus 1,3,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK034NMBB?semester=2024/25/2
Kostenanalyse und Kostenmanagement,5,Lázár László Mihály,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV19M?semester=2025/26/1
Kostenrechnung,5,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/2DS91NDK03B?semester=2025/26/1
Kostenrechnung,6,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM060NNBB?semester=2025/26/1
Kötvény-és részvénypiacok,5,Dr. Makara Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK07M?semester=2020/21/1
Közbeszerzési jog,5,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK21S?semester=2023/24/2
Közbeszerzési jog,3,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK81S?semester=2023/24/2
Közbeszerzési jog,5,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE001LMSB?semester=2024/25/2
Közbeszerzési jog II.,5,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK38S?semester=2023/24/2
Közcélú szervezetek vezetésének alapjai,3,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK03B?semester=2024/25/2
Közcélú szervezetek vezetésének alapjai,3,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81LAK57B?semester=2019/20/2
Közcélú szervezetek vezetésének alapjai,4,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK37B?semester=2020/21/2
Közcélú szervezetek vezetésének alapjai,4,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK34SB?semester=2020/21/2
Közcélú szervezetek vezetésének alapjai,3,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK022NMBB?semester=2024/25/2
Közcélú szervezetek vezetésének alapjai a gyakorlatban,3,Dr. Krenyácz Éva,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK024NMBB?semester=2023/24/2
Közel-keleti politikai rendszerek,3,Dr. Szalai Máté,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NFVA5M?semester=2019/20/2
Közel-Kelti modul,4,Dr. Csicsmann László,magyar,https://www.uni-corvinus.hu/tantargyak/PhN_FAILPOST?semester=2025/26/1
Közéleti és gazdasági újságírás,6,Martin József Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGK95B?semester=2025/26/1
Közéleti írás,3,Dr. Nagy-Béni Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKI6M?semester=2021/22/2
Közéleti írás,3,Dr. Szabó Lilla Petronella,magyar,https://www.uni-corvinus.hu/tantargyak/MARK120NMBB?semester=2025/26/1
Közéleti kommunikációs esettanulmányok,3,Dr. Székely László Levente,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKI8M?semester=2019/20/2
Közép- és Kelet-Európa politikai rendszerei,3,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK30B?semester=2024/25/2
Közép- és kelet-európai piacgazdaságok és gazdasági fejlődés,6,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/GKOI009NMMB?semester=2025/26/1
Közép-Európa fejlődésének politikai gazdaságtana,3,Dr. Medve-Bálint Gergő,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDKD6M?semester=2019/20/2
Közép-európai együttműködések és konfliktusok,3,Miklós Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAV03B?semester=2023/24/2
Közép-európai regionális együttműködési formák,magyar,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NDVH6M?semester=2019/20/2
Középhaladó nemzetközi makroökonómia,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAV41B?semester=2019/20/2
Középhaladó nemzetközi makroökonómia,magyar,Dr. Székely-Doby András,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAK21B?semester=2025/26/1
Középhaladó nemzetközi makroökonómia,6,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4MK10?semester=2024/25/1
Közgazdasági alapismeretek,3,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK50M?semester=2019/20/2
Közgazdasági alapszigorlat,magyar,Selei Adrienn,magyar,https://www.uni-corvinus.hu/tantargyak/ZVM_KOZGAGM?semester=2020/21/1
Közgazdasági elméletek története,6,Dr. Horváth László,magyar,https://www.uni-corvinus.hu/tantargyak/4EL22NAK04B?semester=2025/26/1
Közgazdasági elméletek története,5,Dr. Horváth László,magyar,https://www.uni-corvinus.hu/tantargyak/4EL22NAK01O?semester=2024/25/2
Közgazdasági elméletek története,5,Dr. Kőhegyi Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/KG00029NMBB?semester=2025/26/1
Közgazdasági játékok,5,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52LAV03S?semester=2024/25/2
Közgazdasági tárgyak tanításának általános módszertana (Szakmódszertan I.),3,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LPK09M?semester=2023/24/1
Közgazdasági tárgyak tanításának általános módszertana (Szakmódszertan I.),3,Ónodi Annamária,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK030LMMB?semester=2023/24/1
Közgazdaságtan,5,Dr. Székely-Doby András,magyar,https://www.uni-corvinus.hu/tantargyak/4MI25NBK04B?semester=2025/26/1
Közgazdaságtan,5,Bakó Barna,magyar,https://www.uni-corvinus.hu/tantargyak/4MI25LAK01S?semester=2020/21/1
Közgazdaságtan,5,Dr. Székely-Doby András,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK71B?semester=2019/20/2
Közgazdaságtan,5,Bakó Barna,magyar,https://www.uni-corvinus.hu/tantargyak/KG00111LMSB?semester=2024/25/2
Közgazdaságtan,5,Bakó Barna,magyar,https://www.uni-corvinus.hu/tantargyak/KG00112EMSB?semester=2024/25/2
Közgazdaságtan a mindennapokban,3,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAV33B?semester=2019/20/2
Közgazdaságtan I.,5,Dr. Horváth László,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAK28B?semester=2021/22/2
Közgazdaságtan II.,4,Dr. Misz József,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAK03B?semester=2025/26/2
Közgazdaságtan irányzatai,3,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK34M?semester=2019/20/2
Közgazdaságtan irányzatai,3,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20LSZ34M?semester=2019/20/2
Közgazdaságtan módszertani alapjai,magyar,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK064NMMB?semester=2025/26/1
Közgazdaságtani alapok,12,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03LBK69M?semester=2020/21/1
Közgazdaságtani alapok,magyar,Németh András Olivér,egyéb,https://www.uni-corvinus.hu/tantargyak/GKGM020NMMB?semester=2025/26/1
Közigazgatás – a kormányzás adminisztratív aspektusa,6,Dr. Gajduschek György,magyar,https://www.uni-corvinus.hu/tantargyak/PHP_KOZIGKORM?semester=2019/20/2
